Textbox135,Textbox137,Textbox139,Textbox141,Textbox143,Textbox145,Textbox147,Textbox283,Textbox467,Textbox459,Textbox465,S_EIT_EFFV,Textbox461,Textbox285,Textbox457,Textbox455,Textbox453,Textbox451,Textbox421,Textbox437,Textbox435,Textbox433,Textbox431,Textbox423,Textbox429,Textbox425,Textbox469,Textbox471,Textbox475,Textbox477,Textbox473,Textbox427,Textbox489,Textbox493,Textbox529,Textbox531,Textbox533,Textbox541,Textbox539,Textbox537,Textbox535,Textbox527,Textbox525,Textbox523,Textbox519,Textbox521,Textbox517,Textbox515,Textbox513,Textbox511,Textbox509,Textbox507,Textbox505,Textbox503,Textbox501,Textbox499,Textbox497,Textbox495,Textbox491,Textbox218,Textbox220,Textbox224,Textbox222,Textbox228,Textbox226,Textbox230,Textbox232
2017,LAWRENCE,370693,WAMPUM BORO,372003,ELLWOOD CITY AREA S D,0,,0.5,,0.5,,0,1,0,0,47,01/01/2008,5,,52,12000,1000,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,370104,LAWRENCE TAX COLLECTION DISTRICT
2017,LAWRENCE,370693,WAMPUM BORO,375003,MOHAWK AREA S D,0,,0.5,,0.5,,0,1,0,0,47,01/01/2008,0,,47,12000,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,,,,,,,,,,,,,,,370307,LAWRENCE TAX COLLECTION DISTRICT
2017,TIOGA,591115,WARD TWP,597003,SOUTHERN TIOGA S D,1,,0.5,,1.2,07/01/2016,0,1.7,0,0,0,,0,,0,0,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590216,TIOGA TAX COLLECTION DISTRICT
2017,BUCKS,091445,WARMINSTER TWP,092002,CENTENNIAL S D,1,,0.5,,0.5,07/01/2008,0,1,0,0,47,01/01/2008,5,07/01/2008,52,12000,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,090403,BUCKS TAX COLLECTION DISTRICT
2017,WARREN,620752,WARREN CITY,628302,WARREN COUNTY S D,1,01/01/2006,2.2,01/01/2012,0.5,,0,2.7,0,0,47,01/01/2005,5,07/01/2008,52,12000,1000,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,620122,WARREN TAX COLLECTION DISTRICT
2017,BRADFORD,081325,WARREN TWP,083004,NORTHEAST BRADFORD S D,0,,0.5,,0.5,,0,1,0,0,0,,0,,0,0,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,080306,BRADFORD TAX COLLECTION DISTRICT
2017,FRANKLIN,280575,WARREN TWP,286003,TUSCARORA S D,0,,0.5,,0.5,,0,1,0,0,0,,0,,0,0,0,Franklin County Area Tax Bureau,443 Stanley Avenue,,,Chambersburg,PA,17201,,(717) 263-5141,,,,,www.fcatb.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280405,FRANKLIN TAX COLLECTION DISTRICT
2017,BUCKS,091475,WARRINGTON TWP,092102,CENTRAL BUCKS S D,1,,0.5,,0.5,,0,1,0,0,52,02/19/2006,0,,52,12000,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,,,,,,,,,,,,,,,090508,BUCKS TAX COLLECTION DISTRICT
2017,YORK,671745,WARRINGTON TWP,674603,NORTHERN YORK CO S D,1,03/20/2006,0.5,,0.75,07/01/2016,0,1.25,0,0,0,,0,,0,0,0,York Adams Tax Bureau,1405 North Duke Street,PO Box 15627,,York,PA,17405,,(717) 845-1584,,,(717) 854-6376,,www.yatb.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670706,YORK TAX COLLECTION DISTRICT
2017,LUZERNE,401953,WARRIOR RUN BORO,403003,HANOVER AREA S D,1,01/01/2012,0.5,,0.5,07/01/2008,0,1,0,0,5,,5,07/01/2008,10,0,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,400404,LUZERNE TAX COLLECTION DISTRICT
2017,HUNTINGDON,311385,WARRIORS MARK TWP,078003,TYRONE AREA S D,1,01/01/2012,0.5,,0.65,07/01/2016,0,1.15,0,0,0,,0,,0,0,0,Blair County Tax Bureau,PO Box 307,Suite 103,,Duncansville,PA,16635,307,(814) 317-5335,,,(814) 317-5255,,www.blairtax.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070607,BLAIR TAX COLLECTION DISTRICT
2017,JEFFERSON,330905,WARSAW TWP,330803,BROOKVILLE AREA S D,1,,0.5,,0.5,,0,1,0,0,0,,10,01/01/2006,10,0,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,,,,,,,,,,,,,,,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,330211,JEFFERSON TAX COLLECTION DISTRICT
2017,BUCKS,091505,WARWICK TWP,092102,CENTRAL BUCKS S D,1,,0.5,,0.5,,0,1,0,0,52,01/01/2009,0,,52,12000,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,,,,,,,,,,,,,,,090509,BUCKS TAX COLLECTION DISTRICT
2017,CHESTER,151715,WARWICK TWP,156603,OWEN J ROBERTS S D,0.5,01/01/2011,0.75,01/01/2012,0.5,,0,1.25,0,0,0,,0,,0,0,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150606,CHESTER TAX COLLECTION DISTRICT
2017,LANCASTER,361655,WARWICK TWP,369003,WARWICK S D,1,01/01/2014,0.5,,0.65,07/01/2016,0,1.15,0,0,52,01/01/2008,0,,52,12000,0,Lancaster County Tax Collection Bureau,1845 William Penn Way,,,Lancaster,PA,17601,,(717) 569-4521,,,(717) 569-1623,,www.lctcb.org,Warwick Township,315 Clay Road,PO Box 308,,Lititz,PA,17543,0308,(717) 626-8900,,,(717) 626-8901,dzimmerman@warwicktownship.org,http://www.warwicktownship.org,,,,,,,,,,,,,,,361703,LANCASTER TAX COLLECTION DISTRICT
2017,WASHINGTON,631802,WASHINGTON CITY,638803,WASHINGTON S D,1.635,01/01/2010,1.135,01/01/2016,0.5,,0,1.635,0,0,47,01/01/2012,5,01/01/2014,52,12000,12000,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,631402,WASHINGTON TAX COLLECTION DISTRICT
2017,ARMSTRONG,031235,WASHINGTON TWP,030852,ARMSTRONG S D,1,,0.5,,0.5,,0,1,0,0,10,,0,,10,0,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,KATHY KIDDER,265 PEACH HILL ROAD,BOX 155,,COWANSVILLE,PA,16218,,(724) 545-2499,,,,,,,,,,,,,,,,,,,,030224,ARMSTRONG TAX COLLECTION DISTRICT
2017,NORTHAMPTON,481025,WASHINGTON TWP,480803,BANGOR AREA S D,1,,0.5,,0.7,07/01/2016,0,1.2,0,0,47,01/01/2009,5,07/01/2003,52,12000,12000,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(800) 360-8989,(610) 588-5765,jhunt@hab-inc.com,http://www.hab-inc.com,Berkheimer-Bangor,50 N 7th St,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-8206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com/,480107,NORTHAMPTON TAX COLLECTION DISTRICT
2017,FAYETTE,261235,WASHINGTON TWP,650603,BELLE VERNON AREA S D,1,,0.5,,0.5,,0,1,0,0,47,01/01/2005,5,01/01/2008,52,12000,12000,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,650103,WESTMORELAND TAX COLLECTION DISTRICT
2017,BERKS,062045,WASHINGTON TWP,060753,BOYERTOWN AREA S D,1,01/01/2012,0.5,,0.5,,0,1,0,0,47,01/01/2012,5,,52,12000,0,Berks County EIT Bureau,1125 Berkshire Blvd,Suite 115,,Wyomissing,PA,19610,,(610) 372-8439,,(855) 372-8439,(610) 372-1102,beitb@berkseit.com,http://berkseit.com,Berks County EIT Bureau,1125 Berkshire Blvd,Suite 115,,Wyomissing,PA,19610,,(610) 372-8439,,(855) 372-8439,(610) 372-1102,Berkseit@1usa.com,http://www.berkseit.com,Berks Earned Income Tax Bureau,1125 Berkshire Blvd,Suite 115,,Wyomissing,PA,19610,,(610) 372-8439,,(855) 372-8439,(610) 372-1102,beitb@berkseit.com,http://berkseit.com,060207,BERKS TAX COLLECTION DISTRICT
2017,JEFFERSON,330935,WASHINGTON TWP,330703,BROCKWAY AREA S D,1,01/01/2012,0.5,,0.5,07/01/2006,0,1,0,0,47,01/01/2008,5,07/01/2006,52,12000,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer-Bangor,50 N 7th St,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-8206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com/,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,330105,JEFFERSON TAX COLLECTION DISTRICT
2017,GREENE,300695,WASHINGTON TWP,301403,CENTRAL GREENE S D,1,,0.5,,0.5,,0,1,0,0,10,,0,,10,0,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,,,,,,,,,,,,,,,300203,GREENE TAX COLLECTION DISTRICT
2017,YORK,671775,WASHINGTON TWP,671803,DOVER AREA S D,1,01/01/2006,0.5,,0.9,07/01/2016,0,1.4,0,0,0,,0,,0,0,0,York Adams Tax Bureau,1405 North Duke Street,PO Box 15627,,York,PA,17405,,(717) 845-1584,,,(717) 854-6376,,www.yatb.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670303,YORK TAX COLLECTION DISTRICT
2017,ERIE,251055,WASHINGTON TWP,253903,GENERAL MCLANE S D,1,,0.5,,0.5,,0,1,0,0,47,01/01/2008,5,,52,12000,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer-Erie,3608 W 26th St,,,Erie,PA,16506,,(814) 833-4870,,(866) 701-7206,(814) 838-0751,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,250505,ERIE TAX COLLECTION DISTRICT
2017,WESTMORELAND,651805,WASHINGTON TWP,654403,KISKI AREA S D,0,,0.5,,0.5,,0,1,0,0,52,01/01/2008,0,,52,12000,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,,,,,,,,,,,,,,,650909,WESTMORELAND TAX COLLECTION DISTRICT
2017,NORTHUMBERLAND,490965,WASHINGTON TWP,493503,LINE MOUNTAIN S D,1,,0.5,,0.5,,0,1,0,0,0,,0,,0,0,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490108,NORTHUMBERLAND TAX COLLECTION DISTRICT
2017,INDIANA,321025,WASHINGTON TWP,325203,MARION CENTER AREA S D,0,,0.5,,0.85,07/01/2016,0,1.35,0,0,0,,0,,0,0,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320410,INDIANA TAX COLLECTION DISTRICT
2017,BUTLER,101535,WASHINGTON TWP,105353,MONITEAU S D,0,,0.5,,0.5,,0,1,0,0,0,,10,,10,0,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,,,,,,,,,,,,,,,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,100508,BUTLER TAX COLLECTION DISTRICT
2017,LYCOMING,411445,WASHINGTON TWP,415004,MONTGOMERY AREA S D,0,,0.5,,1.25,07/01/2016,0,1.75,0,0,0,,5,,5,0,0,Municipal and School Earned Income Tax Office,2790 West Fourth Street,,,Williamsport,PA,17701,,(570) 601-3980,,,,,www.wasd.org,,,,,,,,,,,,,,,NANCY BASHISTA,117  GREEN PINE ROAD Ext.,,,MONTGOMERY,PA,17752,,(570) 547-1588,,,,,,410404,LYCOMING TAX COLLECTION DISTRICT
2017,CLARION,161025,WASHINGTON TWP,167504,NORTH CLARION CO S D,0,,0.5,,0.5,,0,1,0,0,0,,0,,0,0,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160503,CLARION TAX COLLECTION DISTRICT
2017,LEHIGH,390665,WASHINGTON TWP,394503,NORTHERN LEHIGH S D,1,07/01/1966,0.5,,0.5,,0,1,0,0,5,,5,,10,0,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Sally Mantz,7951 Center Street,,,Emerald,PA,18080,,(610) 767-8108,,,(610) 767-0635,smantz1@ptd.net,,Washington Twp EIT Tax Collector,7951 Center Street,,,Emerald,PA,18080,,(610) 767-8108,,,(610) 767-0635,,,390402,LEHIGH TAX COLLECTION DISTRICT
2017,CAMBRIA,111775,WASHINGTON TWP,116003,PENN CAMBRIA S D,0,,0.5,01/01/2014,0.5,,0,1,0,0,5,01/01/2008,5,01/01/2013,10,0,0,Berkheimer-Erie,3608 W 26th St,,,Erie,PA,16506,,(814) 833-4870,,(866) 701-7206,(814) 838-0751,csberk@hab-inc.com,http://www.hab-inc.com,J P Harris and Associates,P O Box 226,,,"Mechanisburg,",PA,17055,,(717) 766-4357,,,,,,"J. P. Harris Associates, LLC",P.O. Box 226,,,MECHANICSBURG,PA,17055,,(866) 766-0226,,(866) 766-0226,,jpharrisassoc@comcast.net,http://jpharrisassociates.com,110913,CAMBRIA TAX COLLECTION DISTRICT
2017,SCHUYLKILL,541925,WASHINGTON TWP,546003,PINE GROVE AREA S D,1,01/01/2012,0.5,,0.5,,0,1,0,0,5,01/01/2012,5,07/01/2008,10,0,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,540506,SCHUYLKILL TAX COLLECTION DISTRICT
2017,SNYDER,550575,WASHINGTON TWP,557103,SELINSGROVE AREA S D,0,,0.5,,1.6,07/01/2016,0,2.1,0,0,0,,0,,0,0,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550209,SNYDER TAX COLLECTION DISTRICT
2017,WYOMING,660665,WASHINGTON TWP,667503,TUNKHANNOCK AREA S D,1,,0.5,08/07/1978,0.5,,0,1,0,0,47,01/01/2008,5,07/01/2009,52,12000,12000,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(800) 360-8989,(610) 588-5765,jhunt@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 N 7th St,,,Bangor,PA,18013,,(610) 599-3139,,(800) 360-8789,,,,660212,WYOMING TAX COLLECTION DISTRICT
2017,DAUPHIN,221055,WASHINGTON TWP,229003,UPPER DAUPHIN AREA S D,1,,0.5,,0.5,,0,1,0,0,10,01/01/2008,0,,10,0,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Winifred Reed,PO Box 773,,,Elizabethville,PA,17023,,(717) 362-8382,,,,,,,,,,,,,,,,,,,,221009,DAUPHIN TAX COLLECTION DISTRICT
2017,FRANKLIN,280605,WASHINGTON TWP,289003,WAYNESBORO AREA S D,1,05/02/2007,0.5,01/01/1966,0.5,,0,1,0,0,47,01/01/2011,5,01/01/2016,52,12000,1000,Franklin County Area Tax Bureau,443 Stanley Avenue,,,Chambersburg,PA,17201,,(717) 263-5141,,,,,www.fcatb.org,Franklin County Area Tax Bureau,443 Stanley Avenue,,,Chambersburg,PA,17201,,(717) 263-5141,,,,,www.fcatb.org,Franklin County Area Tax Bureau,443 Stanley Avenue,,,Chambersburg,PA,17201,,(717) 263-5141,,,,,www.fcatb.org,280504,FRANKLIN TAX COLLECTION DISTRICT
2017,LAWRENCE,370725,WASHINGTON TWP,378003,WILMINGTON AREA S D,1,,0.5,,0.5,,0,1,0,0,0,,10,01/01/2014,10,0,2000,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,,,,,,,,,,,,,,,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,370805,LAWRENCE TAX COLLECTION DISTRICT
2017,MONTOUR,470303,WASHINGTONVILLE BORO,471803,DANVILLE AREA S D,0,,0.5,,1.15,07/01/2016,0,1.65,0,0,0,,0,,0,0,0,Danville Area Earned Income Tax Office,6 East Mahoning Street,,,Danville,PA,17821,,(570) 275-4720,,,(570) 275-4755,,www.danveito.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470108,MONTOUR TAX COLLECTION DISTRICT
2017,ERIE,251083,WATERFORD BORO,253553,FORT LEBOEUF S D,1,,0.5,,0.5,,0,1,0,0,47,01/01/2013,5,07/01/2008,52,12000,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,250404,ERIE TAX COLLECTION DISTRICT
2017,ERIE,251115,WATERFORD TWP,253553,FORT LEBOEUF S D,1,,0.5,,0.5,,0,1,0,0,5,,5,07/01/2008,10,0,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,250405,ERIE TAX COLLECTION DISTRICT
2017,LYCOMING,411475,WATSON TWP,414003,JERSEY SHORE AREA S D,0.5,,0.5,,1.1,07/01/2016,0,1.6,0,0,0,,0,,0,0,0,Municipal and School Earned Income Tax Office,2790 West Fourth Street,,,Williamsport,PA,17701,,(570) 601-3980,,,,,www.wasd.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410216,LYCOMING TAX COLLECTION DISTRICT
2017,WARREN,620785,WATSON TWP,628302,WARREN COUNTY S D,0.5,01/01/2010,0.5,01/01/2010,0.5,,0,1,0,0,0,,5,07/01/2008,5,0,1000,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,,,,,,,,,,,,,,,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,620123,WARREN TAX COLLECTION DISTRICT
2017,NORTHUMBERLAND,490993,WATSONTOWN BORO,498003,WARRIOR RUN S D,1,,0.5,,1.3,07/01/2017,0,1.8,0,0,52,01/01/2012,0,,52,12000,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Borough of Watsontown,318 Main St,PO Box 273,,Watsontown,PA,17777,,(570) 538-1000,,,(570) 538-3353,,http://watsontownpa.info,,,,,,,,,,,,,,,490607,NORTHUMBERLAND TAX COLLECTION DISTRICT
2017,PERRY,500875,WATTS TWP,506003,SUSQUENITA S D,1,,0.5,,1.3,07/01/2016,0,1.8,0,0,10,01/01/2008,0,,10,0,0,Capital Tax Collection Bureau,506 State Rd,,,Marysville,PA,17053,,(717) 957-7281,,,(717) 957-7295,captax@captax.com,www.captax.com,Capital Tax Collection Bureau,506 State Rd,,,Marysville,PA,17053,,(717) 957-7281,,,(717) 957-7295,captax@captax.com,www.captax.com,,,,,,,,,,,,,,,500307,PERRY TAX COLLECTION DISTRICT
2017,ERIE,251143,WATTSBURG BORO,259703,WATTSBURG AREA S D,0.5,,0.5,,0.5,07/01/1969,0,1,0,0,10,01/01/2011,10,05/20/1987,20,0,5000,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer-Erie,3608 W 26th St,,,Erie,PA,16506,,(814) 833-4870,,(866) 701-7206,(814) 838-0751,csberk@hab-inc.com,http://www.hab-inc.com,251305,ERIE TAX COLLECTION DISTRICT
